test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.046187500003725,None,return,0.727023300001747,8.046187500003725,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
0,0,0,0,,,,,,,,,,,8.789495800010627,None,10.805696900002658,None,11.289027400009218,None,space,0.20024210000701714,11.289027400009218,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
1,0,1,0,,,,,,,,,,,,,12.521942800012766,None,13.005214300006628,None,space,0.30023620001156814,13.005214300006628,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
2,0,2,0,,,,,,,,,,,,,14.338183500003652,None,14.821413800003938,None,space,0.21700819999387022,14.821413800003938,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
3,0,3,0,,,,,,,,,,,,,16.07112649999908,None,16.554325400007656,None,space,0.23365019999619108,16.554325400007656,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
4,0,4,0,,,,,,,,,,,,,17.820681000011973,None,18.30390840000473,None,space,0.15033430000767112,18.30390840000473,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
5,0,5,0,,,,,,,,,,,,,19.486950200007414,None,19.97020280000288,None,space,0.21693619999859948,19.97020280000288,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
6,0,6,0,,,,,,,,,,,,,21.21988710000005,None,21.70309160000761,None,space,0.25032040000951383,21.70309160000761,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
7,0,7,0,,,,,,,,,,,,,22.986104800002067,None,23.46935840000515,None,space,0.18367909999506082,23.46935840000515,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
8,0,8,0,,,,,,,,,,,,,24.685720900000888,None,25.16892030001327,None,space,0.20031770000059623,25.16892030001327,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
9,0,9,0,,,,,,,,,,,,,26.402163200007635,None,26.88522820000071,None,space,0.20045679999748245,26.88522820000071,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
,,,,,,,,,,,,,,,,,,,,,,,,28.11822509999911,None,return,1.7000268999981927,28.11822509999911,None,,,,,,,,,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
,,,,0,0,0,0,,,,,,,31.585158100002445,None,30.85111460000917,None,,,,,,,,,,,,,31.334147000001394,31.500811400008388,space,0.23379230000136886,31.334147000001394,None,32.585089200001676,None,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
,,,,1,0,1,0,,,,,,,36.39996950000932,None,35.599865500000305,None,,,,,,,,,,,,,36.08295110000472,36.366352600001846,space,0.30047129999729805,36.08295110000472,None,37.40048450000177,None,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
,,,,2,0,2,0,,,,,,,41.23233680000703,None,40.4154974000121,None,,,,,,,,,,,,,40.898591900011525,41.13164200000756,space,0.3169138999946881,40.898591900011525,None,42.23321210000722,None,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
,,,,3,0,3,0,,,,,,,47.73017230001278,None,45.24747330001264,None,,,,,,,,,,,,,45.730687800009036,46.080580200010445,None,,45.730687800009036,None,48.73144840000896,None,1,001,2019_Jul_15_1453,MIT_Exp,3.1.2,59.953188551631236,
,,,,,,,,,,,,,,52.61272600000666,None,51.74592929999926,None,,,,,,,,,,,,,52.22913760000665,52.579074799999944,space,0.3669648000068264,52.22913760000665,None,,,,,,,,,
