test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.421812799999316,None,return,0.7004634999993868,10.421812799999316,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
0,0,0,0,,,,,,,,,,,11.1381008999997,None,13.154269500000737,None,13.637598999999682,None,space,0.25076830000034533,13.637598999999682,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
1,0,1,0,,,,,,,,,,,,,14.920581100001073,None,15.403739400000632,None,space,0.183710000001156,15.403739400000632,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
2,0,2,0,,,,,,,,,,,,,16.620627899999818,None,17.103346100000635,None,space,0.16698689999975613,17.103346100000635,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
3,0,3,0,,,,,,,,,,,,,18.3030990999996,None,18.786362599999848,None,space,0.31686309999895457,18.786362599999848,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
4,0,4,0,,,,,,,,,,,,,20.135948900000585,None,20.619198399999732,None,space,0.33369780000066385,20.619198399999732,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
5,0,5,0,,,,,,,,,,,,,21.985533200000646,None,22.468719300000885,None,space,0.18388379999851168,22.468719300000885,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
6,0,6,0,,,,,,,,,,,,,23.685086200001024,None,24.168353099999877,None,space,0.016930800000409363,24.168353099999877,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
7,0,7,0,,,,,,,,,,,,,25.218197899999723,None,25.701275299999907,None,space,0.08376880000105302,25.701275299999907,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
8,0,8,0,,,,,,,,,,,,,26.817678100000194,None,27.300905399999465,None,space,0.15048940000087896,27.300905399999465,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
9,0,9,0,,,,,,,,,,,,,28.484088100000008,None,28.96722100000079,None,space,0.2338620999998966,28.96722100000079,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,,,,,,,,,,,,,,,,,,,,,30.233579499999905,None,return,0.8836444000007759,30.233579499999905,None,,,,,,,,,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,0,0,0,0,,,,,,,32.90066830000069,None,32.14974559999973,None,,,,,,,,,,,,,32.63296459999947,None,space,0.2503851000001305,32.63296459999947,None,35.93331380000018,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,1,0,1,0,,,,,,,39.56700280000041,None,38.9147793000011,None,,,,,,,,,,,,,39.39800749999995,39.54793229999996,space,0.15031599999929313,39.39800749999995,None,42.56565279999995,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,2,0,2,0,,,,,,,48.06262980000065,None,45.57985610000105,None,,,,,,,,,,,,,46.06314089999978,46.24639659999957,None,,46.06314089999978,None,51.06410809999943,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,3,0,3,0,,,,,,,54.99549920000027,None,54.0778418000009,None,,,,,,,,,,,,,54.56107789999987,54.71100330000081,space,0.41713890000028186,54.56107789999987,None,57.994773300000816,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,4,0,4,0,,,,,,,61.79492150000078,None,61.00949600000058,None,,,,,,,,,,,,,61.49328380000043,61.67595179999989,space,0.28306290000000445,61.49328380000043,None,64.79415250000056,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,5,0,5,0,,,,,,,68.57673760000034,None,67.80815799999982,None,,,,,,,,,,,,,68.29118999999992,68.39115540000057,space,0.26685530000031576,68.29118999999992,None,71.57722939999985,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,6,0,6,0,,,,,,,75.24046710000039,None,74.5895701999998,None,,,,,,,,,,,,,75.07277000000067,None,space,0.15046819999952277,75.07277000000067,None,78.24116040000081,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,7,0,7,0,,,,,,,82.00681540000005,None,81.2547011000006,None,,,,,,,,,,,,,81.73780400000032,None,space,0.25041219999911846,81.73780400000032,None,85.00570490000064,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,8,0,8,0,,,,,,,88.7705919,None,88.01966309999989,None,,,,,,,,,,,,,88.50300550000065,88.636191900001,space,0.25031309999940277,88.50300550000065,None,91.7710573000004,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,9,0,9,0,,,,,,,95.68569510000088,None,94.78471220000029,None,,,,,,,,,,,,,95.26798570000028,95.41800420000072,space,0.40034300000115763,95.26798570000028,None,98.68472750000001,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,10,0,10,0,,,,,,,102.25069819999953,None,101.69997329999933,None,,,,,,,,,,,,,102.18292760000077,None,space,0.050391300001138006,102.18292760000077,None,105.2499882000011,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,11,0,11,0,,,,,,,109.01581380000061,None,108.26483279999957,None,,,,,,,,,,,,,108.7481115999999,None,space,0.2502990000011778,108.7481115999999,None,112.01505589999942,None,1,001,2019_Jul_16_1312,MIT_Exp,3.1.2,60.02044296306862,
,,,,,,,,,,,,,,117.51260320000074,None,115.0299883000007,None,,,,,,,,,,,,,115.51309140000012,115.66304820000005,None,,115.51309140000012,None,,,,,,,,,
