test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.172040299999935,None,return,1.5971438000015041,9.172040299999935,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
0,0,0,0,,,,,,,,,,,10.784962000001542,None,12.801284099998156,None,13.284458499998436,None,space,0.3171474999981001,13.284458499998436,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
1,0,1,0,,,,,,,,,,,,,14.634078700000828,None,15.117428699999437,None,space,0.23432759999923292,15.117428699999437,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
2,0,2,0,,,,,,,,,,,,,16.383657099999255,None,16.866848199999367,None,space,0.38403140000082203,16.866848199999367,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
3,0,3,0,,,,,,,,,,,,,18.28331109999999,None,18.766423799999757,None,space,0.2337219000000914,18.766423799999757,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
4,0,4,0,,,,,,,,,,,,,20.032799500000692,None,20.516044399999373,None,space,0.11743750000096043,20.516044399999373,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
5,0,5,0,,,,,,,,,,,,,21.665712999998505,None,22.14901219999956,None,space,0.1835226999974111,22.14901219999956,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
6,0,6,0,,,,,,,,,,,,,23.365331400000287,None,23.8485245999982,None,space,0.41687570000067353,23.8485245999982,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
7,0,7,0,,,,,,,,,,,,,25.298170999998547,None,25.781397099999595,None,space,0.25025400000231457,25.781397099999595,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
8,0,8,0,,,,,,,,,,,,,27.0643831999987,None,27.547614899998734,None,space,0.183769499999471,27.547614899998734,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
9,0,9,0,,,,,,,,,,,,,28.764099799998803,None,29.24718750000102,None,space,0.2171682999978657,29.24718750000102,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,,,,,,,,,,,,,,,,,,,,,30.49689650000073,None,return,0.8001818999982788,30.49689650000073,None,,,,,,,,,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,0,0,0,0,,,,,,,,,32.32976630000121,None,,,,,,,,,,,,,32.813135699998384,33.029616600000736,space,0.26684540000132984,32.813135699998384,None,33.10619519999818,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,1,0,1,0,,,,,,,,,36.11224279999806,None,,,,,,,,,,,,,36.59545269999944,36.89540829999896,space,0.3669173000016599,36.59545269999944,None,36.98748269999851,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,2,0,2,0,,,,,,,,,39.99460729999919,None,,,,,,,,,,,,,40.47802180000144,40.94437100000141,space,0.5002631999996083,40.47802180000144,None,41.00701889999982,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,3,0,3,0,,,,,,,,,44.01052409999829,None,,,,,,,,,,,,,44.4935602000005,44.81015050000133,None,,44.4935602000005,None,46.49973659999887,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,4,0,4,0,,,,,,,,,49.50910650000151,None,,,,,,,,,,,,,49.99219589999848,50.259051299999555,space,0.40030990000013844,49.99219589999848,None,50.41714750000028,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,5,0,5,0,,,,,,,,,53.424679200001265,None,,,,,,,,,,,,,53.90788969999994,54.04318039999998,space,0.41698100000212435,53.90788969999994,None,54.34965889999876,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,6,0,6,0,,,,,,,,,57.357161600000836,None,,,,,,,,,,,,,57.84033669999917,None,space,0.21696370000063325,57.84033669999917,None,58.08235069999864,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,7,0,7,0,,,,,,,,,61.08965270000044,None,,,,,,,,,,,,,61.57306640000024,None,space,0.116905200000474,61.57306640000024,None,61.716097500000615,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,8,0,8,0,,,,,,,,,64.72198379999827,None,,,,,,,,,,,,,65.2052408999989,None,space,0.1003896000001987,65.2052408999989,None,65.33030159999907,None,1,001,2019_Jul_03_1644,MIT_Exp,3.1.2,60.06788872862164,
,,,,,,,,,,,,,,,,68.33784749999904,None,,,,,,,,,,,,,68.82104899999831,69.07105030000093,space,0.6501480999977503,68.82104899999831,None,,,,,,,,,
