test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.started,test_resp.stopped,test_mean.started,test_mean.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,2.894106499999907,None,3.8933155000004263,None,None,3.8933155000004263,None,,,,,,,,,,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
1,0,1,0,,,,,5.909537700000328,None,6.925992399999814,None,None,6.925992399999814,None,,,,,,,,,,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
2,0,2,0,,,,,8.956728099999964,None,9.95851810000022,None,None,9.95851810000022,None,,,,,,,,,,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
3,0,3,0,,,,,11.988596799999868,None,12.991141000000425,None,None,12.991141000000425,None,,,,,,,,,,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
4,0,4,0,,,,,15.021179299999858,None,16.023747000000185,None,None,16.023747000000185,None,,,,,,,,,,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
,,,,0,0,0,0,19.423027900000307,None,,,,,,18.04261620000034,None,20.42268890000014,22.42407379999986,None,20.42268890000014,22.42407379999986,24.734327799999846,None,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
,,,,1,0,1,0,25.05512069999986,None,,,,,,,,26.054733799999667,None,None,26.054733799999667,None,28.176867799999854,None,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
,,,,2,0,2,0,30.05374649999976,None,,,,,,,,31.053456200000255,None,None,31.053456200000255,None,33.17475939999986,None,,001,2019_Jul_03_1022,untitled,3.1.2,59.94104199104747,
,,,,,,,,35.052510800000164,None,,,,,,,,36.052247599999646,None,None,36.052247599999646,None,,,,,,,,,
