1.3832 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
5.1194 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
6.2171 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025D51FB18D0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025D51FF4D68>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.2171 	EXP 	window1: recordFrameIntervals = False
6.3835 	EXP 	window1: recordFrameIntervals = True
6.5668 	EXP 	window1: recordFrameIntervals = False
6.7493 	EXP 	Created Inst_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='Inst_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
6.7503 	EXP 	Created Clear_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Clear_screen', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
6.7567 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
6.7690 	EXP 	Created Stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Stimulus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec ', units='height', win=Window(...), wrapWidth=1)
8.7053 	EXP 	Created Inst_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.7, italic=False, languageStyle='LTR', name='Inst_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
8.7072 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.7105 	EXP 	Created Bodziec = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Bodziec', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec', units='height', win=Window(...), wrapWidth=1)
8.7141 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
8.7212 	EXP 	Created End = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='End', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Koniec', units='height', win=Window(...), wrapWidth=1)
8.7272 	EXP 	Inst_1: autoDraw = True
9.2495 	DATA 	Keypress: space
9.2658 	EXP 	Inst_1: autoDraw = False
9.2658 	EXP 	Clear_screen: autoDraw = True
10.2496 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
10.2498 	EXP 	New trial (rep=0, index=0): None
10.2655 	EXP 	Clear_screen: autoDraw = False
10.2655 	EXP 	Clear_screen: autoDraw = False
11.2820 	EXP 	Fixation: autoDraw = True
11.7652 	EXP 	Fixation: autoDraw = False
11.7652 	EXP 	Fixation: autoDraw = False
11.7652 	EXP 	Stimulus: autoDraw = True
12.0322 	DATA 	Keypress: space
12.0339 	EXP 	New trial (rep=1, index=0): None
12.0493 	EXP 	Stimulus: autoDraw = False
13.0649 	EXP 	Fixation: autoDraw = True
13.5481 	EXP 	Fixation: autoDraw = False
13.5481 	EXP 	Fixation: autoDraw = False
13.5481 	EXP 	Stimulus: autoDraw = True
13.7983 	DATA 	Keypress: space
13.7997 	EXP 	New trial (rep=2, index=0): None
13.8156 	EXP 	Stimulus: autoDraw = False
14.8312 	EXP 	Fixation: autoDraw = True
15.3144 	EXP 	Fixation: autoDraw = False
15.3144 	EXP 	Fixation: autoDraw = False
15.3144 	EXP 	Stimulus: autoDraw = True
15.5480 	DATA 	Keypress: space
15.5494 	EXP 	New trial (rep=3, index=0): None
15.5651 	EXP 	Stimulus: autoDraw = False
16.5807 	EXP 	Fixation: autoDraw = True
17.0640 	EXP 	Fixation: autoDraw = False
17.0640 	EXP 	Fixation: autoDraw = False
17.0640 	EXP 	Stimulus: autoDraw = True
17.1642 	DATA 	Keypress: space
17.1657 	EXP 	New trial (rep=4, index=0): None
17.1814 	EXP 	Stimulus: autoDraw = False
18.1970 	EXP 	Fixation: autoDraw = True
18.6803 	EXP 	Fixation: autoDraw = False
18.6803 	EXP 	Fixation: autoDraw = False
18.6803 	EXP 	Stimulus: autoDraw = True
18.8473 	DATA 	Keypress: space
18.8487 	EXP 	New trial (rep=5, index=0): None
18.8644 	EXP 	Stimulus: autoDraw = False
19.8800 	EXP 	Fixation: autoDraw = True
20.3631 	EXP 	Fixation: autoDraw = False
20.3631 	EXP 	Fixation: autoDraw = False
20.3631 	EXP 	Stimulus: autoDraw = True
20.3967 	DATA 	Keypress: space
20.3983 	EXP 	New trial (rep=6, index=0): None
20.4140 	EXP 	Stimulus: autoDraw = False
21.4296 	EXP 	Fixation: autoDraw = True
21.9128 	EXP 	Fixation: autoDraw = False
21.9128 	EXP 	Fixation: autoDraw = False
21.9128 	EXP 	Stimulus: autoDraw = True
22.0964 	DATA 	Keypress: space
22.0978 	EXP 	New trial (rep=7, index=0): None
22.1136 	EXP 	Stimulus: autoDraw = False
23.1292 	EXP 	Fixation: autoDraw = True
23.4794 	DATA 	Keypress: space
23.6125 	EXP 	Fixation: autoDraw = False
23.6125 	EXP 	Fixation: autoDraw = False
23.6125 	EXP 	Stimulus: autoDraw = True
24.0626 	DATA 	Keypress: space
24.0640 	EXP 	New trial (rep=8, index=0): None
24.0798 	EXP 	Stimulus: autoDraw = False
25.0953 	EXP 	Fixation: autoDraw = True
25.5786 	EXP 	Fixation: autoDraw = False
25.5786 	EXP 	Fixation: autoDraw = False
25.5786 	EXP 	Stimulus: autoDraw = True
25.6123 	DATA 	Keypress: space
25.6137 	EXP 	New trial (rep=9, index=0): None
25.6294 	EXP 	Stimulus: autoDraw = False
26.6451 	EXP 	Fixation: autoDraw = True
27.1285 	EXP 	Fixation: autoDraw = False
27.1285 	EXP 	Fixation: autoDraw = False
27.1285 	EXP 	Stimulus: autoDraw = True
27.2458 	DATA 	Keypress: space
27.2624 	EXP 	Stimulus: autoDraw = False
28.2779 	EXP 	Inst_2: autoDraw = True
32.3110 	DATA 	Keypress: escape
32.3547 	EXP 	window1: mouseVisible = True
