test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,End.started,End.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.109994300000835,None,space,0.5358955999981845,8.109994300000835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
0,0,0,0,,,,,,,,,,,8.662037000001874,None,10.678419500000018,None,11.161397300002136,None,space,0.2840294999987236,11.161397300002136,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
1,0,1,0,,,,,,,,,,,,,12.47803230000136,None,12.960975600002712,None,space,0.26698970000143163,12.960975600002712,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
2,0,2,0,,,,,,,,,,,,,14.260538599999563,None,14.743844100001297,None,space,0.25042970000140485,14.743844100001297,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
3,0,3,0,,,,,,,,,,,,,16.02689129999999,None,16.510290199999872,None,space,0.25031529999978375,16.510290199999872,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
4,0,4,0,,,,,,,,,,,,,17.79328820000228,None,18.276377900001535,None,space,0.23383209999883547,18.276377900001535,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
5,0,5,0,,,,,,,,,,,,,19.54270180000094,None,20.02600440000242,None,space,0.2503576000017347,20.02600440000242,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
6,0,6,0,,,,,,,,,,,,,21.30907170000137,None,21.792191000000457,None,space,0.43363209999733954,21.792191000000457,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
7,0,7,0,,,,,,,,,,,,,23.258576100000937,None,23.741690000002563,None,space,0.2837736000001314,23.741690000002563,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
8,0,8,0,,,,,,,,,,,,,25.057990500001324,None,25.541250500002207,None,space,0.20041430000128457,25.541250500002207,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1412,untitled,3.1.2,60.022532457752945,
