test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.176863900000171,None,space,0.6198713000012503,9.176863900000171,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
0,0,0,0,,,,,,,,,,,9.812876699998014,None,11.828993999999511,None,12.312354099998629,None,space,0.31680880000203615,12.312354099998629,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
1,0,1,0,,,,,,,,,,,,,13.662023699998826,None,14.145293699999456,None,space,0.3003893000022799,14.145293699999456,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
2,0,2,0,,,,,,,,,,,,,15.478233699999691,None,15.961397099999886,None,space,0.2837147999998706,15.961397099999886,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
3,0,3,0,,,,,,,,,,,,,17.27798519999851,None,17.76096839999809,None,space,0.3337774999999965,17.76096839999809,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
4,0,4,0,,,,,,,,,,,,,19.12739209999927,None,19.610500399998273,20.61027810000087,space,1.2835500000001048,19.610500399998273,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
5,0,5,0,,,,,,,,,,,,,21.926742200001172,None,22.40983580000102,23.40956820000065,space,1.116865300002246,22.40983580000102,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
6,0,6,0,,,,,,,,,,,,,24.559304200000042,None,25.04249450000134,None,space,0.8505052000000433,25.04249450000134,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
7,0,7,0,,,,,,,,,,,,,26.925664899998083,None,27.408613499999774,None,space,0.7999158999991778,27.408613499999774,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
8,0,8,0,,,,,,,,,,,,,29.24149970000144,None,29.724852499999542,None,space,0.8166916999980458,29.724852499999542,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
9,0,9,0,,,,,,,,,,,,,31.57430419999946,None,32.05759519999992,None,space,0.9168291000023601,32.05759519999992,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,,,,,,,,,,,,,,,,,,,,,34.00718119999874,None,space,0.8169683000014629,34.00718119999874,None,,,,,,,,,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,0,0,0,0,,,,,,,,,35.85676590000003,None,,,,,,,,,,,,,36.33979790000012,None,space,0.38373219999994035,36.33979790000012,None,36.760887399999774,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,1,0,1,0,,,,,,,,,39.755870299999515,None,,,,,,,,,,,,,40.23887459999969,None,space,0.21702970000114874,40.23887459999969,None,40.490436000000045,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,2,0,2,0,,,,,,,,,43.48835709999912,None,,,,,,,,,,,,,43.9712827000003,None,space,0.26725749999968684,43.9712827000003,None,44.27423060000001,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
,,,,3,0,3,0,,,,,,,,,47.27053729999898,None,,,,,,,,,,,,,47.753830699999526,None,space,0.2836676999977499,47.753830699999526,None,48.07433630000014,None,1,001,2019_Jul_03_1346,untitled,3.1.2,60.02325300883793,
