test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.300047699998686,None,return,2.0487127999986114,5.300047699998686,None,,,,,,,,,,,1,001,2019_Jul_03_1610,MIT_Exp,3.1.2,59.95466228377706,
0,0,0,0,,,,,,,7.3649951000006695,None,9.381094100001064,None,9.864418999997724,None,space,0.2669262000017625,9.864418999997724,None,1,001,2019_Jul_03_1610,MIT_Exp,3.1.2,59.95466228377706,
1,0,1,0,,,,,,,,,11.163975499999651,None,11.647242299997743,None,space,0.30022380000082194,11.647242299997743,None,1,001,2019_Jul_03_1610,MIT_Exp,3.1.2,59.95466228377706,
2,0,2,0,,,,,,,,,12.980217199998151,None,13.463463899999624,None,space,0.3002803000017593,13.463463899999624,None,1,001,2019_Jul_03_1610,MIT_Exp,3.1.2,59.95466228377706,
3,0,3,0,,,,,,,,,14.796464499999274,None,15.279646099999809,None,space,0.6002240000016172,15.279646099999809,None,1,001,2019_Jul_03_1610,MIT_Exp,3.1.2,59.95466228377706,
4,0,4,0,,,,,,,,,16.912575899998046,None,17.395803100000194,None,space,0.01703819999966072,17.395803100000194,None,1,001,2019_Jul_03_1610,MIT_Exp,3.1.2,59.95466228377706,
5,0,5,0,,,,,,,,,18.4455741999991,None,18.928722299999208,None,space,0.16701870000179042,18.928722299999208,None,1,001,2019_Jul_03_1610,MIT_Exp,3.1.2,59.95466228377706,
