1.5296 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
9.2405 	EXP 	New trial (rep=2, index=0): None
9.2442 	EXP 	Stimulus: autoDraw = False
9.2442 	EXP 	Fixation: autoDraw = True
10.0770 	DATA 	Keypress: space
10.2597 	EXP 	Fixation: autoDraw = False
10.2597 	EXP 	Stimulus: autoDraw = True
12.2715 	EXP 	New trial (rep=3, index=0): None
12.2755 	EXP 	Stimulus: autoDraw = False
12.2755 	EXP 	Fixation: autoDraw = True
13.2756 	EXP 	Fixation: autoDraw = False
13.2756 	EXP 	Fixation: autoDraw = False
13.2756 	EXP 	Stimulus: autoDraw = True
15.2895 	DATA 	Keypress: space
15.2899 	EXP 	New trial (rep=4, index=0): None
15.2937 	EXP 	Stimulus: autoDraw = False
15.2937 	EXP 	Fixation: autoDraw = True
16.3082 	EXP 	Fixation: autoDraw = False
16.3082 	EXP 	Stimulus: autoDraw = True
18.3215 	DATA 	Keypress: space
18.3285 	EXP 	Stimulus: autoDraw = False
18.3285 	EXP 	test_mean: autoDraw = True
18.3285 	EXP 	test_mean: text = ''
19.6913 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
19.6915 	EXP 	New trial (rep=0, index=0): None
19.7073 	EXP 	test_mean: autoDraw = False
19.7073 	EXP 	test_mean: autoDraw = False
19.7073 	EXP 	Fixation: autoDraw = True
20.7071 	EXP 	Fixation: autoDraw = False
20.7071 	EXP 	Fixation: autoDraw = False
20.7071 	EXP 	Bodziec: autoDraw = True
22.7223 	DATA 	Keypress: space
22.7399 	EXP 	Bodziec: autoDraw = False
25.1776 	EXP 	Bodziec: autoDraw = False
25.1776 	EXP 	image: image = 'happy.jpg'
25.1776 	EXP 	image: autoDraw = True
25.3234 	EXP 	New trial (rep=1, index=0): None
25.3393 	EXP 	image: autoDraw = False
25.3393 	EXP 	Fixation: autoDraw = True
26.3391 	EXP 	Fixation: autoDraw = False
26.3391 	EXP 	Bodziec: autoDraw = True
28.3296 	DATA 	Keypress: space
28.4532 	EXP 	Bodziec: autoDraw = False
28.4532 	EXP 	image: image = 'happy.jpg'
28.4532 	EXP 	image: autoDraw = True
30.3051 	DATA 	Keypress: escape
30.3543 	EXP 	window1: mouseVisible = True
