test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,test_mean.started,test_mean.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,3.778867899999568,None,4.785646100000122,None,space,0.43442959999993036,4.785646100000122,None,,,,,,,,,,,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
1,0,1,0,,,,,5.236310899999808,None,6.235398400000122,None,space,0.28390010000020993,6.235398400000122,None,,,,,,,,,,,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
2,0,2,0,,,,,6.535304600000018,None,7.53503339999952,None,space,0.26705850000053033,7.53503339999952,None,,,,,,,,,,,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
3,0,3,0,,,,,7.818469799999548,None,8.81819970000015,None,space,0.2836870999999519,8.81819970000015,None,,,,,,,,,,,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
4,0,4,0,,,,,9.11803989999953,None,10.11785239999972,None,space,0.2837877000001754,10.11785239999972,None,,,,,,,,,,,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
,,,,0,0,0,0,11.80086349999965,None,,,,,,,10.417921299999762,None,12.800570200000038,None,space,0.4834504000000379,12.800570200000038,None,13.322779799999807,None,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
,,,,1,0,1,0,15.299951599999986,None,,,,,,,,,16.2997921999995,None,space,0.31673920000048383,16.2997921999995,None,16.654325299999982,None,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
,,,,2,0,2,0,18.632712399999946,None,,,,,,,,,19.633062799999607,None,space,0.26637789999949746,19.633062799999607,None,19.935423799999626,None,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
,,,,3,0,3,0,21.91523479999978,None,,,,,,,,,22.914623499999834,23.914744099999552,None,,22.914623499999834,None,24.31636619999972,None,,001,2019_Jul_03_1054,MIT,3.1.2,59.739226329312466,
,,,,,,,,26.29735569999957,None,,,,,,,,,27.297143799999503,None,space,0.2667804000002434,27.297143799999503,None,,,,,,,,,
