test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.029237100000046,None,9.035926600000039,None,space,0.4501850999999988,9.035926600000039,None,1,001,2019_Jul_03_0912,untitled,3.1.2,60.021631796173004,
1,0,1,0,9.502451600000086,None,10.50224460000004,None,space,0.4169167000000016,10.50224460000004,None,1,001,2019_Jul_03_0912,untitled,3.1.2,60.021631796173004,
2,0,2,0,10.93555490000017,None,11.935288000000128,None,space,0.3670994999999948,11.935288000000128,None,1,001,2019_Jul_03_0912,untitled,3.1.2,60.021631796173004,
3,0,3,0,12.3184976,None,13.318213200000173,None,space,0.333658000000014,13.318213200000173,None,1,001,2019_Jul_03_0912,untitled,3.1.2,60.021631796173004,
4,0,4,0,13.668128400000114,None,14.66789760000006,None,space,0.31696130000000267,14.66789760000006,None,1,001,2019_Jul_03_0912,untitled,3.1.2,60.021631796173004,
