test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.115193299992825,None,return,0.7048797999887029,8.115193299992825,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
0,0,0,0,,,,,,,,,,,8.836352099999203,None,10.852495899991482,None,11.335705299992696,None,space,0.18360979999124538,11.335705299992696,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
1,0,1,0,,,,,,,,,,,,,12.55208369999309,None,13.03535199999169,None,space,0.25025450000248384,13.03535199999169,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
2,0,2,0,,,,,,,,,,,,,14.318437099995208,None,14.801549699986936,None,space,0.11717359999602195,14.801549699986936,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
3,0,3,0,,,,,,,,,,,,,15.951545199990505,None,16.43460499998764,None,space,0.23373829999763984,16.43460499998764,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
4,0,4,0,,,,,,,,,,,,,17.700851199988392,None,18.184233899999526,None,space,0.23360350000439212,18.184233899999526,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
5,0,5,0,,,,,,,,,,,,,19.451169499996467,None,19.933804000000237,None,space,0.23354440000548493,19.933804000000237,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
6,0,6,0,,,,,,,,,,,,,21.199936599994544,None,21.683729699987452,None,space,0.14982920000329614,21.683729699987452,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
7,0,7,0,,,,,,,,,,,,,22.866291899990756,None,23.349507499995525,None,space,0.21701449999818578,23.349507499995525,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
8,0,8,0,,,,,,,,,,,,,24.599220599993714,None,25.082444399988162,None,space,0.21696520000114106,25.082444399988162,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
9,0,9,0,,,,,,,,,,,,,26.33213219999743,None,26.815738599994802,None,space,0.016631700011203066,26.815738599994802,None,,,,,,,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
,,,,,,,,,,,,,,,,,,,,,,,,27.865108199999668,None,return,1.999926400007098,27.865108199999668,None,,,,,,,,,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
,,,,0,0,0,0,,,,,,,31.64815959999396,None,30.897719000000507,None,,,,,,,,,,,,,31.38091569999233,31.514368499992997,space,0.2503207999980077,31.38091569999233,None,32.66380840000056,None,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
,,,,1,0,1,0,,,,,,,36.363698899993324,None,35.66326719999779,None,,,,,,,,,,,,,36.14725749999343,None,space,0.19960409999475814,36.14725749999343,None,37.36472819998744,None,1,001,2019_Jul_15_1542,MIT_Exp,3.1.2,60.02429783909953,
,,,,,,,,,,,,,,41.11200879998796,None,40.37941090000095,None,,,,,,,,,,,,,40.86200139998982,40.99530169999343,space,0.2335901000042213,40.86200139998982,None,,,,,,,,,
