test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.888060200002656,None,space,0.614298600001348,5.888060200002656,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
0,0,0,0,,,,,,,,,,,6.518455100002029,None,8.534783200000675,None,9.017824700000347,None,space,0.3003908999999112,9.017824700000347,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
1,0,1,0,,,,,,,,,,,,,10.350876000000426,None,10.834136600002239,None,space,0.26722679999875254,10.834136600002239,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
2,0,2,0,,,,,,,,,,,,,12.134104300002946,None,12.61746470000071,None,space,0.31654750000234344,12.61746470000071,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
3,0,3,0,,,,,,,,,,,,,13.96663140000237,None,14.449854500002402,None,space,0.13393370000267169,14.449854500002402,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
4,0,4,0,,,,,,,,,,,,,15.616263200001413,None,16.099733700000797,None,space,0.25015970000094967,16.099733700000797,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
5,0,5,0,,,,,,,,,,,,,17.382635100002517,None,17.865712800001347,None,space,0.31719969999903697,17.865712800001347,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
6,0,6,0,,,,,,,,,,,,,19.215336500001285,None,19.69847850000224,None,space,0.30028419999871403,19.69847850000224,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
7,0,7,0,,,,,,,,,,,,,21.03169490000073,None,21.515057000000525,None,space,0.26690529999905266,21.515057000000525,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
8,0,8,0,,,,,,,,,,,,,22.81468870000026,None,23.29767940000238,None,space,0.31725689999802853,23.29767940000238,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
9,0,9,0,,,,,,,,,,,,,24.647394400002668,None,25.13064360000135,None,space,0.31689120000010007,25.13064360000135,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
,,,,,,,,,,,,,,,,,,,,,,,,26.48041050000029,None,space,0.5002486000012141,26.48041050000029,None,,,,,,,,,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
,,,,0,0,0,0,,,,,,,,,28.013426299999992,None,,,,,,,,,,,,,28.49652040000001,None,space,0.31719430000157445,28.49652040000001,None,28.85348140000133,None,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
,,,,1,0,1,0,,,,,,,,,31.84573190000083,None,,,,,,,,,,,,,32.328787000002194,None,space,0.400239499998861,32.328787000002194,None,32.7644650000002,None,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
,,,,2,0,2,0,,,,,,,,,35.76149930000247,None,,,,,,,,,,,,,36.244878000001336,36.57786549999946,space,0.35026339999967604,36.244878000001336,None,36.631091000002925,None,1,001,2019_Jul_03_1348,untitled,3.1.2,59.98926192197258,
