test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,7.090875000000324,None,8.098006800000348,None,space,0.3002465999998094,8.098006800000348,None,1,001,2019_Jul_03_0920,untitled,3.1.2,60.01518384146673,
1,0,1,0,8.414542200000142,None,9.41430870000022,None,space,0.3169483000001492,9.41430870000022,None,1,001,2019_Jul_03_0920,untitled,3.1.2,60.01518384146673,
2,0,2,0,9.747569500000282,None,10.747282300000279,None,space,0.3003779000000577,10.747282300000279,None,1,001,2019_Jul_03_0920,untitled,3.1.2,60.01518384146673,
3,0,3,0,11.063894300000356,None,12.063630600000124,None,space,0.316774500000065,12.063630600000124,None,1,001,2019_Jul_03_0920,untitled,3.1.2,60.01518384146673,
4,0,4,0,12.397785800000293,None,13.396844700000202,None,space,0.2999142999997275,13.396844700000202,None,1,001,2019_Jul_03_0920,untitled,3.1.2,60.01518384146673,
