1.4286 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
4.9398 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
6.0343 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000224A0B91898>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000224A0BE4EF0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.0343 	EXP 	window1: recordFrameIntervals = False
6.2005 	EXP 	window1: recordFrameIntervals = True
6.3839 	EXP 	window1: recordFrameIntervals = False
6.5241 	EXP 	Created Inst_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='Inst_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
6.5253 	EXP 	Created Clear_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Clear_screen', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
6.5320 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
6.5452 	EXP 	Created Stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Stimulus', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec ', units='height', win=Window(...), wrapWidth=1)
6.5612 	EXP 	Created Inst_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Inst_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Instrukcja 2', units='height', win=Window(...), wrapWidth=1)
6.5632 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
6.5663 	EXP 	Created Bodziec = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Bodziec', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Bodziec', units='height', win=Window(...), wrapWidth=1)
6.5696 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
6.5756 	EXP 	Created End = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='End', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Koniec', units='height', win=Window(...), wrapWidth=1)
6.5821 	EXP 	Inst_1: autoDraw = True
7.1169 	DATA 	Keypress: space
7.1334 	EXP 	Inst_1: autoDraw = False
7.1334 	EXP 	Clear_screen: autoDraw = True
8.1173 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
8.1175 	EXP 	New trial (rep=0, index=0): None
8.1331 	EXP 	Clear_screen: autoDraw = False
8.1331 	EXP 	Clear_screen: autoDraw = False
9.1495 	EXP 	Fixation: autoDraw = True
9.6335 	EXP 	Fixation: autoDraw = False
9.6335 	EXP 	Fixation: autoDraw = False
9.6335 	EXP 	Stimulus: autoDraw = True
9.9167 	DATA 	Keypress: space
9.9187 	EXP 	New trial (rep=1, index=0): None
9.9328 	EXP 	Stimulus: autoDraw = False
10.9491 	EXP 	Fixation: autoDraw = True
11.4325 	EXP 	Fixation: autoDraw = False
11.4325 	EXP 	Fixation: autoDraw = False
11.4325 	EXP 	Stimulus: autoDraw = True
11.6828 	DATA 	Keypress: space
11.6842 	EXP 	New trial (rep=2, index=0): None
11.6998 	EXP 	Stimulus: autoDraw = False
12.7153 	EXP 	Fixation: autoDraw = True
13.1986 	EXP 	Fixation: autoDraw = False
13.1986 	EXP 	Fixation: autoDraw = False
13.1986 	EXP 	Stimulus: autoDraw = True
13.4323 	DATA 	Keypress: space
13.4337 	EXP 	New trial (rep=3, index=0): None
13.4494 	EXP 	Stimulus: autoDraw = False
14.4650 	EXP 	Fixation: autoDraw = True
14.9481 	EXP 	Fixation: autoDraw = False
14.9481 	EXP 	Fixation: autoDraw = False
14.9481 	EXP 	Stimulus: autoDraw = True
15.1658 	DATA 	Keypress: space
15.1830 	EXP 	New trial (rep=4, index=0): None
15.1990 	EXP 	Stimulus: autoDraw = False
16.2146 	EXP 	Fixation: autoDraw = True
16.5980 	DATA 	Keypress: space
16.6977 	EXP 	Fixation: autoDraw = False
16.6977 	EXP 	Fixation: autoDraw = False
16.6977 	EXP 	Stimulus: autoDraw = True
17.3314 	DATA 	Keypress: space
17.3328 	EXP 	New trial (rep=5, index=0): None
17.3485 	EXP 	Stimulus: autoDraw = False
18.3640 	EXP 	Fixation: autoDraw = True
18.8472 	EXP 	Fixation: autoDraw = False
18.8472 	EXP 	Fixation: autoDraw = False
18.8472 	EXP 	Stimulus: autoDraw = True
19.2474 	DATA 	Keypress: space
19.2488 	EXP 	New trial (rep=6, index=0): None
19.2646 	EXP 	Stimulus: autoDraw = False
20.2802 	EXP 	Fixation: autoDraw = True
20.7635 	EXP 	Fixation: autoDraw = False
20.7635 	EXP 	Fixation: autoDraw = False
20.7635 	EXP 	Stimulus: autoDraw = True
