test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,9.945290999999997,None,10.956834099999924,None,space,0.15047800000002098,10.956834099999924,None,1,001,2019_Jul_03_0909,untitled,3.1.2,60.1280968976409,
1,0,1,0,11.123571500000025,None,12.12322909999989,None,space,0.7836405000000468,12.12322909999989,None,1,001,2019_Jul_03_0909,untitled,3.1.2,60.1280968976409,
2,0,2,0,12.923018700000057,None,13.922848799999883,None,space,0.2835840999998709,13.922848799999883,None,1,001,2019_Jul_03_0909,untitled,3.1.2,60.1280968976409,
3,0,3,0,14.222685799999908,None,15.222590000000082,None,space,0.31701360000010936,15.222590000000082,None,1,001,2019_Jul_03_0909,untitled,3.1.2,60.1280968976409,
4,0,4,0,15.555862400000024,None,16.555543299999954,None,space,0.31692019999991317,16.555543299999954,None,1,001,2019_Jul_03_0909,untitled,3.1.2,60.1280968976409,
