test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.started,test_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,4.6005034999998315,None,5.615933000000041,None,None,5.615933000000041,None,,001,2019_Jul_03_0948,untitled,3.1.2,60.01248259640312,
,,,,7.638859499999853,None,8.648555599999781,None,None,8.648555599999781,None,,,,,,,
