test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.972978199999943,None,return,1.1512099999999919,15.972978199999943,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
0,0,0,0,,,,,,,,,,,17.140558000000055,None,19.156727900000078,None,19.640072200000077,None,space,0.26683040000011715,19.640072200000077,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
1,0,1,0,,,,,,,,,,,,,20.939637800000128,None,21.42283980000002,None,space,0.35022490000005746,21.42283980000002,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
2,0,2,0,,,,,,,,,,,,,22.80584120000003,None,23.289070400000128,None,space,0.45033139999986815,23.289070400000128,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
3,0,3,0,,,,,,,,,,,,,24.772040699999934,None,25.255264800000077,None,space,0.1669833999999355,25.255264800000077,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
4,0,4,0,,,,,,,,,,,,,26.454971999999998,None,26.938184900000124,None,space,0.16699790000006942,26.938184900000124,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
5,0,5,0,,,,,,,,,,,,,28.137901199999988,None,28.621138400000063,None,space,0.23362580000002708,28.621138400000063,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
6,0,6,0,,,,,,,,,,,,,29.88750630000004,None,30.370734300000095,None,space,0.1502800999999181,30.370734300000095,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
7,0,7,0,,,,,,,,,,,,,31.553755899999942,None,32.036974999999984,None,space,0.5168888000000607,32.036974999999984,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
8,0,8,0,,,,,,,,,,,,,33.586662599999954,None,34.069807399999945,None,space,0.28364590000001044,34.069807399999945,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
9,0,9,0,,,,,,,,,,,,,35.386305499999935,None,35.869499599999926,None,space,0.13354199999980665,35.869499599999926,None,,,,,,,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
,,,,,,,,,,,,,,,,,,,,,,,,37.03578740000012,None,return,1.316652700000077,37.03578740000012,None,,,,,,,,,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
,,,,0,0,0,0,,,,,,,40.118289400000094,None,39.38621420000004,None,,,,,,,,,,,,,39.868321599999945,None,space,0.23370780000004743,39.868321599999945,None,45.15277160000005,None,1,001,2019_Jul_16_1006,MIT_Exp,3.1.2,59.994408521055384,
,,,,,,,,,,,,,,48.849863800000094,None,48.13311229999999,None,,,,,,,,,,,,,48.616395799999964,48.81627419999995,space,0.2171422999999777,48.616395799999964,None,,,,,,,,,
