test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,6.906184699997539,None,space,1.0926581000021542,6.906184699997539,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
0,0,0,0,,,,,,,,,,,8.015237999999954,None,10.031381799999508,None,10.514638099997683,None,space,0.2669506000020192,10.514638099997683,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
1,0,1,0,,,,,,,,,,,,,11.814594799998304,None,12.297486999999819,None,space,0.8507828000001609,12.297486999999819,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
2,0,2,0,,,,,,,,,,,,,14.180297799997788,None,14.663840699999128,None,space,0.8499975000013364,14.663840699999128,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
3,0,3,0,,,,,,,,,,,,,16.546496700000716,None,17.02961409999989,18.02942129999792,space,1.250131799999508,17.02961409999989,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
4,0,4,0,,,,,,,,,,,,,19.31245239999771,None,19.795669399998587,None,space,0.9168987999983074,19.795669399998587,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
5,0,5,0,,,,,,,,,,,,,21.74527229999876,None,22.228402599997935,None,space,0.6170646999999008,22.228402599997935,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
6,0,6,0,,,,,,,,,,,,,23.878006200000527,None,24.361256599997432,None,space,0.40030859999751556,24.361256599997432,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
7,0,7,0,,,,,,,,,,,,,25.794316600000457,None,26.27742070000022,None,space,0.46690830000079586,26.27742070000022,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
8,0,8,0,,,,,,,,,,,,,27.777061599997978,None,28.26023229999919,None,space,0.9501701999979559,28.26023229999919,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1330,untitled,3.1.2,60.03449582100827,
