test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,7.340918499999589,None,8.347872199999983,None,space,0.3838479000000916,8.347872199999983,None,1,001,2019_Jul_03_0919,untitled,3.1.2,60.03218925989134,
1,0,1,0,8.749109099999714,None,9.74751070000002,None,space,0.36698599999999715,9.74751070000002,None,1,001,2019_Jul_03_0919,untitled,3.1.2,60.03218925989134,
2,0,2,0,10.13219319999962,None,11.13053869999976,None,space,0.3502565999997387,11.13053869999976,None,1,001,2019_Jul_03_0919,untitled,3.1.2,60.03218925989134,
3,0,3,0,11.497029799999837,None,12.496785499999987,None,space,0.33360240000001795,12.496785499999987,None,1,001,2019_Jul_03_0919,untitled,3.1.2,60.03218925989134,
4,0,4,0,12.846744199999648,None,13.846462900000006,None,space,0.31694580000021233,13.846462900000006,None,1,001,2019_Jul_03_0919,untitled,3.1.2,60.03218925989134,
