test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.329945299999963,None,return,1.17189899999903,9.329945299999963,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
0,0,0,0,,,,,,,,,,,10.518141000000469,None,12.534755999999106,None,13.01831730000049,None,space,0.20033220000004803,13.01831730000049,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
1,0,1,0,,,,,,,,,,,,,14.252881700000216,None,14.735974299999725,None,space,0.5653425000000425,14.735974299999725,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
2,0,2,0,,,,,,,,,,,,,16.33341289999953,None,16.816619100000025,None,space,0.33361219999824243,16.816619100000025,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
3,0,3,0,,,,,,,,,,,,,18.182952600000135,None,18.666186099999322,None,space,0.2836239000007481,18.666186099999322,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
4,0,4,0,,,,,,,,,,,,,19.98253680000016,None,20.465740199999345,None,space,0.2669734999999491,20.465740199999345,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
5,0,5,0,,,,,,,,,,,,,21.765805299999556,None,22.25077229999988,None,space,0.21792749999985972,22.25077229999988,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
6,0,6,0,,,,,,,,,,,,,23.49828299999899,None,23.981583700000556,None,space,0.00044160000106785446,23.981583700000556,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
7,0,7,0,,,,,,,,,,,,,25.014652300000307,None,25.497842599999785,None,space,0.13411750000159373,25.497842599999785,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
8,0,8,0,,,,,,,,,,,,,26.664277599998968,None,27.147388899998987,None,space,0.46718780000082916,27.147388899998987,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
9,0,9,0,,,,,,,,,,,,,28.647520799999256,None,29.130736900000556,None,space,0.5172068000010768,29.130736900000556,None,,,,,,,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,,,,,,,,,,,,,,,,,,,,,30.681602900000144,None,return,0.8151438999993843,30.681602900000144,None,,,,,,,,,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,0,0,0,0,,,,,,,33.26321269999971,None,32.531618799999706,None,,,,,,,,,,,,,33.01449449999927,33.16356950000045,space,0.23279720000027737,33.01449449999927,None,36.32403229999909,None,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,1,0,1,0,,,,,,,39.99431559999903,None,39.27998160000061,None,,,,,,,,,,,,,39.7610595999995,None,space,0.21700919999966573,39.7610595999995,None,43.01551710000058,None,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,2,0,2,0,,,,,,,46.74553779999951,None,45.99508799999967,None,,,,,,,,,,,,,46.49487640000007,None,space,0.2349154000003182,46.49487640000007,None,49.76770960000067,None,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,3,0,3,0,,,,,,,53.47498160000032,None,52.758475599999656,None,,,,,,,,,,,,,53.24172709999948,None,space,0.21727559999999357,53.24172709999948,None,56.48838160000014,None,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,4,0,4,0,,,,,,,61.97272840000005,None,59.491781400000036,None,,,,,,,,,,,,,59.97501700000066,60.14181020000069,None,,59.97501700000066,None,64.9951717999993,None,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,5,0,5,0,,,,,,,68.77214809999896,None,67.98910760000035,None,,,,,,,,,,,,,68.47230780000064,68.70554470000025,space,0.2842843999987963,68.47230780000064,None,71.78452069999912,None,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,6,0,6,0,,,,,,,75.30363339999894,None,74.78719799999999,None,,,,,,,,,,,,,75.27041409999947,None,space,0.01734319999923173,75.27041409999947,None,78.32767129999957,None,1,001,2019_Jul_31_1350,MIT_Exp,3.1.2,60.000672007841295,
,,,,,,,,,,,,,,82.11932960000013,None,81.3177543999991,None,,,,,,,,,,,,,81.80265200000031,82.03601349999917,space,0.3003282000008767,81.80265200000031,None,,,,,,,,,
