test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trial_block_1.thisRepN,trial_block_1.thisTrialN,trial_block_1.thisN,trial_block_1.thisIndex,Inst_1.started,Inst_1.stopped,key_resp_inst_1.keys,key_resp_inst_1.rt,key_resp_inst_1.started,key_resp_inst_1.stopped,Clear_screen.started,Clear_screen.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,Inst_2.started,Inst_2.stopped,key_resp_inst_2.keys,key_resp_inst_2.rt,key_resp_inst_2.started,key_resp_inst_2.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.963338400000794,None,return,0.7802780999991228,8.963338400000794,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
0,0,0,0,,,,,,,,,,,9.75982120000117,None,11.775914400001056,None,12.259223900000507,None,space,0.25042039999971166,12.259223900000507,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
1,0,1,0,,,,,,,,,,,,,13.542525799999567,None,14.025386199999048,None,space,0.20024250000278698,14.025386199999048,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
2,0,2,0,,,,,,,,,,,,,15.258520999999746,None,15.74186120000013,None,space,0.20030899999983376,15.74186120000013,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
3,0,3,0,,,,,,,,,,,,,16.97468200000003,None,17.458040299999993,None,space,0.15048669999669073,17.458040299999993,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
4,0,4,0,,,,,,,,,,,,,18.641194399999222,None,19.124130799998966,None,space,0.10043040000164183,19.124130799998966,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
5,0,5,0,,,,,,,,,,,,,20.257232300002215,None,20.74058839999998,None,space,0.18418360000214307,20.74058839999998,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
6,0,6,0,,,,,,,,,,,,,21.956734499999584,None,22.44014430000243,None,space,0.1339235000014014,22.44014430000243,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
7,0,7,0,,,,,,,,,,,,,23.606352800001332,None,24.089794800001982,None,space,0.23368289999780245,24.089794800001982,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
8,0,8,0,,,,,,,,,,,,,25.355962000001455,None,25.839462100000674,None,space,0.43354779999936,25.839462100000674,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
9,0,9,0,,,,,,,,,,,,,27.30561740000121,None,27.788764799999626,None,space,0.116997100001754,27.788764799999626,None,,,,,,,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,,,,,,,,,,,,,,,,,,,,,28.93856500000038,None,return,0.8339475000029779,28.93856500000038,None,,,,,,,,,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,0,0,0,0,,,,,,,,,30.80475210000077,None,,,,,,,,,,,,,31.288013500001398,None,space,0.23346369999853778,31.288013500001398,None,31.544529099999636,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,1,0,1,0,,,,,,,,,34.553855699999986,None,,,,,,,,,,,,,35.037075399999594,35.20361580000099,space,0.2670393000007607,35.037075399999594,None,35.32545400000163,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,2,0,2,0,,,,,,,,,38.336621900001774,None,,,,,,,,,,,,,38.819587000001775,38.98655359999975,space,0.41682159999982105,38.819587000001775,None,39.25873069999943,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,3,0,3,0,,,,,,,,,42.26858510000238,None,,,,,,,,,,,,,42.7519343999993,43.051846500002284,None,,42.7519343999993,None,44.75406980000116,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,4,0,4,0,,,,,,,,,47.76729740000155,None,,,,,,,,,,,,,48.250687200001266,None,space,0.20094609999796376,48.250687200001266,None,48.47408780000114,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,5,0,5,0,,,,,,,,,51.482973300000594,None,,,,,,,,,,,,,51.96625630000199,None,space,0.2169467000021541,51.96625630000199,None,52.20474069999909,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,6,0,6,0,,,,,,,,,55.21549320000122,None,,,,,,,,,,,,,55.69883689999915,55.832235000001674,None,,55.69883689999915,None,57.70217060000141,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
,,,,7,0,7,0,,,,,,,,,60.7141612000014,None,,,,,,,,,,,,,61.19742469999983,61.44738409999991,space,0.25031289999969886,61.19742469999983,None,61.46820950000256,None,1,001,2019_Jul_03_1650,MIT_Exp,3.1.2,60.0493846141971,
