test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,test_resp.keys,test_resp.started,test_resp.stopped,test_mean.started,test_mean.stopped,Bodziec.started,Bodziec.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,8.442937500000426,None,9.45374770000035,None,None,9.45374770000035,None,,,,,,,,1,001,2019_Jul_03_0927,untitled,3.1.2,60.01633644683101,
1,0,1,0,,,,,11.483051400000022,None,12.486270600000353,None,None,12.486270600000353,None,,,,,,,,1,001,2019_Jul_03_0927,untitled,3.1.2,60.01633644683101,
2,0,2,0,,,,,14.50157790000003,None,15.502143700000033,None,None,15.502143700000033,None,,,,,,,,1,001,2019_Jul_03_0927,untitled,3.1.2,60.01633644683101,
3,0,3,0,,,,,17.532785700000204,None,18.53476770000043,None,None,18.53476770000043,None,,,,,,,,1,001,2019_Jul_03_0927,untitled,3.1.2,60.01633644683101,
4,0,4,0,,,,,20.54930020000029,None,21.55068940000001,None,None,21.55068940000001,None,,,,,,,,1,001,2019_Jul_03_0927,untitled,3.1.2,60.01633644683101,
,,,,,,,,25.583094600000095,None,,,,,,23.583227700000407,None,26.58284470000035,None,None,26.58284470000035,None,,,,,,,
